0.015411358,-0.00042797625,0.016266793,0.0070488155,-0.010074452,0.0025560558
-0.0066962764,-0.024809197,-0.011301234,-0.01209287,0.00046708807,-0.004064925
0.008776382,0.007951513,0.010326281,0.0007699728,-0.0015918333,0.009714223
0.0006052144,0.023941994,0.02018337,0.0047266036,-0.0014892593,0.026767872
0.029243827,-0.037607625,-0.017109826,-0.0153815,0.0052761883,-0.00016433
0.033924483,0.008410893,0.014715105,-0.0011621416,0.013044864,0.0064609908
-0.0035410076,-0.04014401,0.025147378,0.03802968,-0.029062748,0.005851865
-0.032585472,-0.0033966303,-0.015854895,0.0019801464,-0.009975612,-0.0022349507
0.016288634,-0.0062767565,0.011277035,0.0074191093,0.0024972707,-0.001269862
-0.0004183352,0.016225569,0.017338395,0.014648147,-0.0077127367,-0.0025383234
-0.004526332,-0.019228801,-0.0007728785,-0.004155487,-0.017613873,0.01269424
-0.013500944,-0.022351107,-0.002364844,0.012124136,-0.015066251,0.011921808
-0.01787521,-0.008456349,-0.0041425005,0.021759838,0.005143881,-0.005272422
-0.0253762,-0.020517409,0.00925957,-0.025807887,-0.00681369,-0.023278564
0.0058285,0.019789591,0.0023655929,0.009232722,0.006276101,-0.0029398203
-0.032385755,-0.07508516,-0.0058959126,0.014133915,-0.003475573,0.0127957165
-0.007705882,0.01963514,-0.008688569,0.017334342,-0.0025045574,0.014597833
-0.0001096949,-0.0019739717,-0.0074008256,0.0016697804,-0.011428848,-0.0041035265
-0.009163916,-0.023588158,-0.015565231,0.005400598,-0.019303799,0.0048520565
0.011079738,0.010098591,0.000644207,0.012328435,0.010320706,-0.016491298
-0.0117169,-0.02433236,0.016852975,-0.0029172823,-0.019842625,-0.0076292306
-0.00094008446,-0.004317332,-0.011599265,0.014489224,-0.022853434,-0.009332001
0.001701057,-0.015153598,-0.005465786,-0.010144055,-0.005355984,-0.00797689
0.020952992,0.005747251,0.016281426,0.007543184,0.01679422,0.018317282
0.0015351325,-0.032039836,0.0076331124,-0.015262259,-0.016185887,-0.015862092
-0.00086057186,-0.02742567,0.026403308,-0.01623915,-0.0033593834,-0.005701095
0.010213427,0.017801993,0.010165721,0.0043986887,-0.025331259,-0.0070242286
-0.019893505,-0.024784982,-0.0036354586,0.006498195,-0.012252487,-0.01684007
-0.010220647,-0.008125231,-0.0039459723,-0.01845418,0.0004382059,-0.020009488
-0.02245465,0.018107962,0.008300692,0.01225134,0.019441599,0.002113685
-0.017336413,0.030138984,-0.008381695,-0.013688803,-0.028743893,-0.005128011
-0.014662176,0.01661098,0.004134625,0.0030679405,-0.005803935,0.022915546
0.0007432103,0.005384341,0.020501181,-0.011639902,-0.023607522,0.0006083846
-8.890033e-05,-0.0013589114,-0.0008121431,0.0071106106,-0.0034686178,-0.006248843
-0.017667174,0.005671248,-0.0014414191,0.0067644417,0.013833553,0.0070331246
-0.011015905,-0.016588284,0.007459745,0.011005715,0.007354632,0.011815056
0.012938926,0.030565202,-0.009338155,-0.0032078028,-0.020558182,-0.007377237
0.0024188757,-0.008086015,-0.0071040215,-0.016309172,-0.010049626,0.008566707
0.01477468,-0.022677792,0.025290698,-0.0153016,-0.00049443543,0.0030147843
-0.01083301,-0.0044621825,0.010658771,0.01143074,-0.012326036,0.012756363
0.0052651614,-0.0036047697,0.01161883,0.0032427907,-0.0015711784,0.0020689843
-0.011874769,-0.002737686,0.016572088,-0.007319968,-0.020176008,0.010233805
-0.01445327,-0.015612766,0.01291129,0.0052095354,0.015252978,-0.011345267
-0.0050535575,0.008604858,0.019316643,-0.0046587884,-0.024564542,0.002997905
-0.00010139495,-0.019120425,0.0069009513,-0.0029077232,-0.005961463,-0.013031527
0.0027347752,0.005868558,-0.009854019,0.019945398,0.0059983656,0.010912657
0.0041345777,-0.032647464,0.016335458,0.0130608305,-0.023260623,-0.0057730153
-0.0066896975,-0.0038732588,0.014980964,0.0058302945,0.006839499,-0.0019885972
0.028201839,0.0118707195,0.0117665455,0.0045264065,0.0019120127,0.018743873
-0.0022859275,0.0023551087,0.018810615,-0.0050884616,-0.0009529479,0.0061137676
0.001244612,0.007992163,-0.012220919,0.0012672693,0.0025702566,0.008945495
-0.011796296,-0.0044004023,0.004270708,-0.005502254,-0.0075529497,-0.011224136
0.0068529397,-0.015281007,0.01824291,-0.009545088,-0.0029853974,-0.021702677
-0.024778306,0.02998121,0.009795472,-0.031331778,-0.023197621,-0.011941752
0.0007556528,0.029419065,0.006414905,0.015140094,0.0055945367,0.002560705
-0.05750659,-0.018819548,0.026915103,-0.0097685605,-0.02893117,0.0066650994
-0.017692976,0.007762594,-0.022317842,0.0145562105,-0.013580471,0.008143842
-0.015184797,-0.04384929,-0.0064312387,-0.02361244,-0.0032426827,-0.0073041767
0.004766248,0.01655075,0.00850416,0.012697786,-0.018855393,-0.0059653223
0.032020025,0.15353167,-0.006540425,-0.0075962543,-0.011315476,-0.005583048
0.018371493,-0.0031217039,0.01235738,0.014688447,0.004262142,0.033672854
-0.005582504,0.007537514,0.013092428,-0.004892503,-0.0022664424,-0.0057451585
-0.0058315173,0.023044437,-0.008860722,-0.0034782141,-0.016766839,-0.015561208
-0.0020908117,0.0012701526,-0.010032952,0.010262907,0.008736454,0.0008352697
